capture_date,GMT_capture_time,Country,Statements of Support,Threshold,Percentage
10/6/2024,14-17-34,Croatia,3607,8460,42.64
10/6/2024,14-17-34,Cyprus,445,4230,10.52
10/6/2024,14-17-34,Czechia,6487,14805,43.82
10/6/2024,14-17-34,Denmark,10673,9870,108.14
10/6/2024,14-17-34,Estonia,2437,4935,49.38
10/6/2024,14-17-34,Finland,12785,9870,129.53
10/6/2024,14-17-34,France,38502,55695,69.13
10/6/2024,14-17-34,Germany,82668,67680,122.15
10/6/2024,14-17-34,Greece,3654,14805,24.68
10/6/2024,14-17-34,Hungary,8330,14805,56.26
10/6/2024,14-17-34,Ireland,6654,9165,72.6
10/6/2024,14-17-34,Italy,18447,53580,34.43
10/6/2024,14-17-34,Latvia,2215,5640,39.27
10/6/2024,14-17-34,Lithuania,4334,7755,55.89
10/6/2024,14-17-34,Luxembourg,768,4230,18.16
10/6/2024,14-17-34,Malta,434,4230,10.26
10/6/2024,14-17-34,Netherlands,23128,20445,113.12
10/6/2024,14-17-34,Poland,47977,36660,130.87
10/6/2024,14-17-34,Portugal,6843,14805,46.22
10/6/2024,14-17-34,Romania,10477,23265,45.03
10/6/2024,14-17-34,Slovakia,4040,9870,40.93
10/6/2024,14-17-34,Slovenia,2025,5640,35.9
10/6/2024,14-17-34,Spain,26882,41595,64.63
10/6/2024,14-17-34,Sweden,16905,14805,114.18
10/6/2024,14-17-34,Total number of signatories,364763,,
10/6/2024,17-10-16,Austria,8722,13395,65.11
10/6/2024,17-10-16,Belgium,11434,14805,77.23
10/6/2024,17-10-16,Bulgaria,3890,11985,32.46
10/6/2024,17-10-16,Croatia,3607,8460,42.64
10/6/2024,17-10-16,Cyprus,445,4230,10.52
10/6/2024,17-10-16,Czechia,6487,14805,43.82
10/6/2024,17-10-16,Denmark,10673,9870,108.14
10/6/2024,17-10-16,Estonia,2437,4935,49.38
10/6/2024,17-10-16,Finland,12785,9870,129.53
10/6/2024,17-10-16,France,38502,55695,69.13
10/6/2024,17-10-16,Germany,82668,67680,122.15
10/6/2024,17-10-16,Greece,3654,14805,24.68
10/6/2024,17-10-16,Hungary,8330,14805,56.26
10/6/2024,17-10-16,Ireland,6654,9165,72.6
10/6/2024,17-10-16,Italy,18447,53580,34.43
10/6/2024,17-10-16,Latvia,2215,5640,39.27
10/6/2024,17-10-16,Lithuania,4334,7755,55.89
10/6/2024,17-10-16,Luxembourg,768,4230,18.16
10/6/2024,17-10-16,Malta,434,4230,10.26
10/6/2024,17-10-16,Netherlands,23128,20445,113.12
10/6/2024,17-10-16,Poland,47977,36660,130.87
10/6/2024,17-10-16,Portugal,6843,14805,46.22
10/6/2024,17-10-16,Romania,10477,23265,45.03
10/6/2024,17-10-16,Slovakia,4040,9870,40.93
10/6/2024,17-10-16,Slovenia,2025,5640,35.9
10/6/2024,17-10-16,Spain,26882,41595,64.63
10/6/2024,17-10-16,Sweden,16905,14805,114.18
10/6/2024,17-10-16,Total number of signatories,364763,,
10/4/2024,15-05-08,Austria,8719,13395,65.09
10/4/2024,15-05-08,Belgium,11335,14805,76.56
10/4/2024,15-05-08,Bulgaria,3880,11985,32.37
10/4/2024,15-05-08,Croatia,3600,8460,42.55
10/4/2024,15-05-08,Cyprus,444,4230,10.5
10/4/2024,15-05-08,Czechia,6486,14805,43.81
10/4/2024,15-05-08,Denmark,10663,9870,108.03
10/4/2024,15-05-08,Estonia,2433,4935,49.3
10/4/2024,15-05-08,Finland,12763,9870,129.31
10/4/2024,15-05-08,France,38425,55695,68.99
10/4/2024,15-05-08,Germany,82533,67680,121.95
10/4/2024,15-05-08,Greece,3633,14805,24.54
10/4/2024,15-05-08,Hungary,8320,14805,56.2
10/4/2024,15-05-08,Ireland,6642,9165,72.47
10/4/2024,15-05-08,Italy,18412,53580,34.36
10/4/2024,15-05-08,Latvia,2208,5640,39.15
10/4/2024,15-05-08,Lithuania,4326,7755,55.78
10/4/2024,15-05-08,Luxembourg,734,4230,17.35
10/4/2024,15-05-08,Malta,431,4230,10.19
10/4/2024,15-05-08,Netherlands,23071,20445,112.84
10/4/2024,15-05-08,Poland,47883,36660,130.61
10/4/2024,15-05-08,Portugal,6833,14805,46.15
10/4/2024,15-05-08,Romania,10460,23265,44.96
10/4/2024,15-05-08,Slovakia,4026,9870,40.79
10/4/2024,15-05-08,Slovenia,2021,5640,35.83
10/4/2024,15-05-08,Spain,26806,41595,64.45
10/4/2024,15-05-08,Sweden,16885,14805,114.05
10/4/2024,15-05-08,Total number of signatories,363972,,
10/7/2024,15-43-32,Austria,8730,13395,65.17
10/7/2024,15-43-32,Belgium,11554,14805,78.04
10/7/2024,15-43-32,Bulgaria,3892,11985,32.47
10/7/2024,15-43-32,Croatia,3607,8460,42.64
10/7/2024,15-43-32,Cyprus,447,4230,10.57
10/7/2024,15-43-32,Czechia,6524,14805,44.07
10/7/2024,15-43-32,Denmark,10679,9870,108.2
10/7/2024,15-43-32,Estonia,2437,4935,49.38
10/7/2024,15-43-32,Finland,12793,9870,129.61
10/7/2024,15-43-32,France,38593,55695,69.29
10/7/2024,15-43-32,Germany,82726,67680,122.23
10/7/2024,15-43-32,Greece,3658,14805,24.71
10/7/2024,15-43-32,Hungary,8349,14805,56.39
10/7/2024,15-43-32,Ireland,6660,9165,72.67
10/7/2024,15-43-32,Italy,18475,53580,34.48
10/7/2024,15-43-32,Latvia,2225,5640,39.45
10/7/2024,15-43-32,Lithuania,4337,7755,55.93
10/7/2024,15-43-32,Luxembourg,780,4230,18.44
10/7/2024,15-43-32,Malta,434,4230,10.26
10/7/2024,15-43-32,Netherlands,23144,20445,113.2
10/7/2024,15-43-32,Poland,48022,36660,130.99
10/7/2024,15-43-32,Portugal,6847,14805,46.25
10/7/2024,15-43-32,Romania,10490,23265,45.09
10/7/2024,15-43-32,Slovakia,4044,9870,40.97
10/7/2024,15-43-32,Slovenia,2030,5640,35.99
10/7/2024,15-43-32,Spain,26903,41595,64.68
10/7/2024,15-43-32,Sweden,16911,14805,114.22
10/7/2024,15-43-32,Total number of signatories,365291,,
10/8/2024,14-07-04,Austria,8753,13395,65.35
10/8/2024,14-07-04,Belgium,11606,14805,78.39
10/8/2024,14-07-04,Bulgaria,3895,11985,32.5
10/8/2024,14-07-04,Croatia,3608,8460,42.65
10/8/2024,14-07-04,Cyprus,448,4230,10.59
10/8/2024,14-07-04,Czechia,6538,14805,44.16
10/8/2024,14-07-04,Denmark,10683,9870,108.24
10/8/2024,14-07-04,Estonia,2438,4935,49.4
10/8/2024,14-07-04,Finland,12804,9870,129.73
10/8/2024,14-07-04,France,38635,55695,69.37
10/8/2024,14-07-04,Germany,83596,67680,123.52
10/8/2024,14-07-04,Greece,3659,14805,24.71
10/8/2024,14-07-04,Hungary,8361,14805,56.47
10/8/2024,14-07-04,Ireland,6666,9165,72.73
10/8/2024,14-07-04,Italy,18501,53580,34.53
10/8/2024,14-07-04,Latvia,2228,5640,39.5
10/8/2024,14-07-04,Lithuania,4338,7755,55.94
10/8/2024,14-07-04,Luxembourg,782,4230,18.49
10/8/2024,14-07-04,Malta,434,4230,10.26
10/8/2024,14-07-04,Netherlands,23153,20445,113.25
10/8/2024,14-07-04,Poland,48042,36660,131.05
10/8/2024,14-07-04,Portugal,6853,14805,46.29
10/8/2024,14-07-04,Romania,10494,23265,45.11
10/8/2024,14-07-04,Slovakia,4045,9870,40.98
10/8/2024,14-07-04,Slovenia,2030,5640,35.99
10/8/2024,14-07-04,Spain,26934,41595,64.75
10/8/2024,14-07-04,Sweden,16923,14805,114.31
10/8/2024,14-07-04,Total number of signatories,366447,,
10/8/2024,17-05-25,Austria,8753,13395,65.35
10/8/2024,17-05-25,Belgium,11606,14805,78.39
10/8/2024,17-05-25,Bulgaria,3895,11985,32.5
10/8/2024,17-05-25,Croatia,3608,8460,42.65
10/8/2024,17-05-25,Cyprus,448,4230,10.59
10/8/2024,17-05-25,Czechia,6538,14805,44.16
10/8/2024,17-05-25,Denmark,10683,9870,108.24
10/8/2024,17-05-25,Estonia,2438,4935,49.4
10/8/2024,17-05-25,Finland,12804,9870,129.73
10/8/2024,17-05-25,France,38635,55695,69.37
10/8/2024,17-05-25,Germany,83596,67680,123.52
10/8/2024,17-05-25,Greece,3659,14805,24.71
10/8/2024,17-05-25,Hungary,8361,14805,56.47
10/8/2024,17-05-25,Ireland,6666,9165,72.73
10/8/2024,17-05-25,Italy,18501,53580,34.53
10/8/2024,17-05-25,Latvia,2228,5640,39.5
10/8/2024,17-05-25,Lithuania,4338,7755,55.94
10/8/2024,17-05-25,Luxembourg,782,4230,18.49
10/8/2024,17-05-25,Malta,434,4230,10.26
10/8/2024,17-05-25,Netherlands,23153,20445,113.25
10/8/2024,17-05-25,Poland,48042,36660,131.05
10/8/2024,17-05-25,Portugal,6853,14805,46.29
10/8/2024,17-05-25,Romania,10494,23265,45.11
10/8/2024,17-05-25,Slovakia,4045,9870,40.98
10/8/2024,17-05-25,Slovenia,2030,5640,35.99
10/8/2024,17-05-25,Spain,26934,41595,64.75
10/8/2024,17-05-25,Sweden,16923,14805,114.31
10/8/2024,17-05-25,Total number of signatories,366447,,
10/8/2024,15-14-27,Austria,8753,13395,65.35
10/8/2024,15-14-27,Belgium,11606,14805,78.39
10/8/2024,15-14-27,Bulgaria,3895,11985,32.5
10/8/2024,15-14-27,Croatia,3608,8460,42.65
10/8/2024,15-14-27,Cyprus,448,4230,10.59
10/8/2024,15-14-27,Czechia,6538,14805,44.16
10/8/2024,15-14-27,Denmark,10683,9870,108.24
10/8/2024,15-14-27,Estonia,2438,4935,49.4
10/8/2024,15-14-27,Finland,12804,9870,129.73
10/8/2024,15-14-27,France,38635,55695,69.37
10/8/2024,15-14-27,Germany,83596,67680,123.52
10/8/2024,15-14-27,Greece,3659,14805,24.71
10/8/2024,15-14-27,Hungary,8361,14805,56.47
10/8/2024,15-14-27,Ireland,6666,9165,72.73
10/8/2024,15-14-27,Italy,18501,53580,34.53
10/8/2024,15-14-27,Latvia,2228,5640,39.5
10/8/2024,15-14-27,Lithuania,4338,7755,55.94
10/8/2024,15-14-27,Luxembourg,782,4230,18.49
10/8/2024,15-14-27,Malta,434,4230,10.26
10/8/2024,15-14-27,Netherlands,23153,20445,113.25
10/8/2024,15-14-27,Poland,48042,36660,131.05
10/8/2024,15-14-27,Portugal,6853,14805,46.29
10/8/2024,15-14-27,Romania,10494,23265,45.11
10/8/2024,15-14-27,Slovakia,4045,9870,40.98
10/8/2024,15-14-27,Slovenia,2030,5640,35.99
10/8/2024,15-14-27,Spain,26934,41595,64.75
10/8/2024,15-14-27,Sweden,16923,14805,114.31
10/8/2024,15-14-27,Total number of signatories,366447,,
10/9/2024,14-56-29,Austria,8779,13395,65.54
10/9/2024,14-56-29,Belgium,11675,14805,78.86
10/9/2024,14-56-29,Bulgaria,3897,11985,32.52
10/9/2024,14-56-29,Croatia,3613,8460,42.71
10/9/2024,14-56-29,Cyprus,448,4230,10.59
10/9/2024,14-56-29,Czechia,6543,14805,44.19
10/9/2024,14-56-29,Denmark,10687,9870,108.28
10/9/2024,14-56-29,Estonia,2439,4935,49.42
10/9/2024,14-56-29,Finland,12813,9870,129.82
10/9/2024,14-56-29,France,38671,55695,69.43
10/9/2024,14-56-29,Germany,84264,67680,124.5
10/9/2024,14-56-29,Greece,3660,14805,24.72
10/9/2024,14-56-29,Hungary,8369,14805,56.53
10/9/2024,14-56-29,Ireland,6673,9165,72.81
10/9/2024,14-56-29,Italy,18520,53580,34.57
10/9/2024,14-56-29,Latvia,2229,5640,39.52
10/9/2024,14-56-29,Lithuania,4341,7755,55.98
10/9/2024,14-56-29,Luxembourg,787,4230,18.61
10/9/2024,14-56-29,Malta,435,4230,10.28
10/9/2024,14-56-29,Netherlands,23167,20445,113.31
10/9/2024,14-56-29,Poland,48087,36660,131.17
10/9/2024,14-56-29,Portugal,6858,14805,46.32
10/9/2024,14-56-29,Romania,10500,23265,45.13
10/9/2024,14-56-29,Slovakia,4049,9870,41.02
10/9/2024,14-56-29,Slovenia,2030,5640,35.99
10/9/2024,14-56-29,Spain,26961,41595,64.82
10/9/2024,14-56-29,Sweden,16932,14805,114.37
10/9/2024,14-56-29,Total number of signatories,367427,,
11/6/2024,18-57-01,Austria,9006,13395,67.23
11/6/2024,18-57-01,Belgium,12515,14805,84.53
11/6/2024,18-57-01,Bulgaria,4008,11985,33.44
11/6/2024,18-57-01,Croatia,3691,8460,43.63
11/6/2024,18-57-01,Cyprus,467,4230,11.04
11/6/2024,18-57-01,Czechia,6665,14805,45.02
11/6/2024,18-57-01,Denmark,10889,9870,110.32
11/6/2024,18-57-01,Estonia,2526,4935,51.19
11/6/2024,18-57-01,Finland,13099,9870,132.72
11/6/2024,18-57-01,France,39678,55695,71.24
11/6/2024,18-57-01,Germany,86039,67680,127.13
11/6/2024,18-57-01,Greece,3807,14805,25.71
11/6/2024,18-57-01,Hungary,8704,14805,58.79
11/6/2024,18-57-01,Ireland,6854,9165,74.78
11/6/2024,18-57-01,Italy,19023,53580,35.5
11/6/2024,18-57-01,Latvia,2280,5640,40.43
11/6/2024,18-57-01,Lithuania,4427,7755,57.09
11/6/2024,18-57-01,Luxembourg,814,4230,19.24
11/6/2024,18-57-01,Malta,456,4230,10.78
11/6/2024,18-57-01,Netherlands,23671,20445,115.78
11/6/2024,18-57-01,Poland,48857,36660,133.27
11/6/2024,18-57-01,Portugal,7035,14805,47.52
11/6/2024,18-57-01,Romania,10713,23265,46.05
11/6/2024,18-57-01,Slovakia,4196,9870,42.51
11/6/2024,18-57-01,Slovenia,2072,5640,36.74
11/6/2024,18-57-01,Spain,28613,41595,68.79
11/6/2024,18-57-01,Sweden,17242,14805,116.46
11/6/2024,18-57-01,Total number of signatories,377347,,
11/7/2024,16-54-01,Austria,9010,13395,67.26
11/7/2024,16-54-01,Belgium,12522,14805,84.58
11/7/2024,16-54-01,Bulgaria,4008,11985,33.44
11/7/2024,16-54-01,Croatia,3692,8460,43.64
11/7/2024,16-54-01,Cyprus,467,4230,11.04
11/7/2024,16-54-01,Czechia,6669,14805,45.05
11/7/2024,16-54-01,Denmark,10891,9870,110.34
11/7/2024,16-54-01,Estonia,2527,4935,51.21
11/7/2024,16-54-01,Finland,13105,9870,132.78
11/7/2024,16-54-01,France,39689,55695,71.26
11/7/2024,16-54-01,Germany,86062,67680,127.16
11/7/2024,16-54-01,Greece,3809,14805,25.73
11/7/2024,16-54-01,Hungary,8709,14805,58.82
11/7/2024,16-54-01,Ireland,6902,9165,75.31
11/7/2024,16-54-01,Italy,19035,53580,35.53
11/7/2024,16-54-01,Latvia,2283,5640,40.48
11/7/2024,16-54-01,Lithuania,4428,7755,57.1
11/7/2024,16-54-01,Luxembourg,814,4230,19.24
11/7/2024,16-54-01,Malta,456,4230,10.78
11/7/2024,16-54-01,Netherlands,23685,20445,115.85
11/7/2024,16-54-01,Poland,48870,36660,133.31
11/7/2024,16-54-01,Portugal,7041,14805,47.56
11/7/2024,16-54-01,Romania,10718,23265,46.07
11/7/2024,16-54-01,Slovakia,4196,9870,42.51
11/7/2024,16-54-01,Slovenia,2073,5640,36.76
11/7/2024,16-54-01,Spain,28750,41595,69.12
11/7/2024,16-54-01,Sweden,17250,14805,116.51
11/7/2024,16-54-01,Total number of signatories,377661,,
11/12/2024,00-23-34,Austria,9151,13395,68.32
11/12/2024,00-23-34,Belgium,12642,14805,85.39
11/12/2024,00-23-34,Bulgaria,4054,11985,33.83
11/12/2024,00-23-34,Croatia,3710,8460,43.85
11/12/2024,00-23-34,Cyprus,479,4230,11.32
11/12/2024,00-23-34,Czechia,6705,14805,45.29
11/12/2024,00-23-34,Denmark,10946,9870,110.9
11/12/2024,00-23-34,Estonia,2560,4935,51.87
11/12/2024,00-23-34,Finland,13236,9870,134.1
11/12/2024,00-23-34,France,40970,55695,73.56
11/12/2024,00-23-34,Germany,88610,67680,130.92
11/12/2024,00-23-34,Greece,3862,14805,26.09
11/12/2024,00-23-34,Hungary,8751,14805,59.11
11/12/2024,00-23-34,Ireland,7289,9165,79.53
11/12/2024,00-23-34,Italy,19186,53580,35.81
11/12/2024,00-23-34,Latvia,2307,5640,40.9
11/12/2024,00-23-34,Lithuania,4457,7755,57.47
11/12/2024,00-23-34,Luxembourg,828,4230,19.57
11/12/2024,00-23-34,Malta,461,4230,10.9
11/12/2024,00-23-34,Netherlands,23815,20445,116.48
11/12/2024,00-23-34,Poland,49056,36660,133.81
11/12/2024,00-23-34,Portugal,7109,14805,48.02
11/12/2024,00-23-34,Romania,10801,23265,46.43
11/12/2024,00-23-34,Slovakia,4268,9870,43.24
11/12/2024,00-23-34,Slovenia,2092,5640,37.09
11/12/2024,00-23-34,Spain,31232,41595,75.09
11/12/2024,00-23-34,Sweden,17340,14805,117.12
11/12/2024,00-23-34,Total number of signatories,385917,,
10/10/2024,4/10/1946,Austria,8779,13395,65.54
10/10/2024,4/10/1946,Belgium,11675,14805,78.86
10/10/2024,4/10/1946,Bulgaria,3897,11985,32.52
10/10/2024,4/10/1946,Croatia,3613,8460,42.71
10/10/2024,4/10/1946,Cyprus,448,4230,10.59
10/10/2024,4/10/1946,Czechia,6543,14805,44.19
10/10/2024,4/10/1946,Denmark,10687,9870,108.28
10/10/2024,4/10/1946,Estonia,2439,4935,49.42
10/10/2024,4/10/1946,Finland,12813,9870,129.82
10/10/2024,4/10/1946,France,38671,55695,69.43
10/10/2024,4/10/1946,Germany,84264,67680,124.5
10/10/2024,4/10/1946,Greece,3660,14805,24.72
10/10/2024,4/10/1946,Hungary,8369,14805,56.53
10/10/2024,4/10/1946,Ireland,6673,9165,72.81
10/10/2024,4/10/1946,Italy,18520,53580,34.57
10/10/2024,4/10/1946,Latvia,2229,5640,39.52
10/10/2024,4/10/1946,Lithuania,4341,7755,55.98
10/10/2024,4/10/1946,Luxembourg,787,4230,18.61
10/10/2024,4/10/1946,Malta,435,4230,10.28
10/10/2024,4/10/1946,Netherlands,23167,20445,113.31
10/10/2024,4/10/1946,Poland,48087,36660,131.17
10/10/2024,4/10/1946,Portugal,6858,14805,46.32
10/10/2024,4/10/1946,Romania,10500,23265,45.13
10/10/2024,4/10/1946,Slovakia,4049,9870,41.02
10/10/2024,4/10/1946,Slovenia,2030,5640,35.99
10/10/2024,4/10/1946,Spain,26961,41595,64.82
10/10/2024,4/10/1946,Sweden,16932,14805,114.37
10/10/2024,4/10/1946,Total number of signatories,367427,,
11/16/2024,2/9/1949,Austria,9151,13395,68.32
11/16/2024,2/9/1949,Belgium,12642,14805,85.39
11/16/2024,2/9/1949,Bulgaria,4054,11985,33.83
11/16/2024,2/9/1949,Croatia,3710,8460,43.85
11/16/2024,2/9/1949,Cyprus,479,4230,11.32
11/16/2024,2/9/1949,Czechia,6705,14805,45.29
11/16/2024,2/9/1949,Denmark,10946,9870,110.9
11/16/2024,2/9/1949,Estonia,2560,4935,51.87
11/16/2024,2/9/1949,Finland,13236,9870,134.1
11/16/2024,2/9/1949,France,40970,55695,73.56
11/16/2024,2/9/1949,Germany,88610,67680,130.92
11/16/2024,2/9/1949,Greece,3862,14805,26.09
11/16/2024,2/9/1949,Hungary,8751,14805,59.11
11/16/2024,2/9/1949,Ireland,7289,9165,79.53
11/16/2024,2/9/1949,Italy,19186,53580,35.81
11/16/2024,2/9/1949,Latvia,2307,5640,40.9
11/16/2024,2/9/1949,Lithuania,4457,7755,57.47
11/16/2024,2/9/1949,Luxembourg,828,4230,19.57
11/16/2024,2/9/1949,Malta,461,4230,10.9
11/16/2024,2/9/1949,Netherlands,23815,20445,116.48
11/16/2024,2/9/1949,Poland,49056,36660,133.81
11/16/2024,2/9/1949,Portugal,7109,14805,48.02
11/16/2024,2/9/1949,Romania,10801,23265,46.43
11/16/2024,2/9/1949,Slovakia,4268,9870,43.24
11/16/2024,2/9/1949,Slovenia,2092,5640,37.09
11/16/2024,2/9/1949,Spain,31232,41595,75.09
11/16/2024,2/9/1949,Sweden,17340,14805,117.12
11/16/2024,2/9/1949,Total number of signatories,385917,,
11/15/2024,15-54-56,Austria,9151,13395,68.32
11/15/2024,15-54-56,Belgium,12642,14805,85.39
11/15/2024,15-54-56,Bulgaria,4054,11985,33.83
11/15/2024,15-54-56,Croatia,3710,8460,43.85
11/15/2024,15-54-56,Cyprus,479,4230,11.32
11/15/2024,15-54-56,Czechia,6705,14805,45.29
11/15/2024,15-54-56,Denmark,10946,9870,110.9
11/15/2024,15-54-56,Estonia,2560,4935,51.87
11/15/2024,15-54-56,Finland,13236,9870,134.1
11/15/2024,15-54-56,France,40970,55695,73.56
11/15/2024,15-54-56,Germany,88610,67680,130.92
11/15/2024,15-54-56,Greece,3862,14805,26.09
11/15/2024,15-54-56,Hungary,8751,14805,59.11
11/15/2024,15-54-56,Ireland,7289,9165,79.53
11/15/2024,15-54-56,Italy,19186,53580,35.81
11/15/2024,15-54-56,Latvia,2307,5640,40.9
11/15/2024,15-54-56,Lithuania,4457,7755,57.47
11/15/2024,15-54-56,Luxembourg,828,4230,19.57
11/15/2024,15-54-56,Malta,461,4230,10.9
11/15/2024,15-54-56,Netherlands,23815,20445,116.48
11/15/2024,15-54-56,Poland,49056,36660,133.81
11/15/2024,15-54-56,Portugal,7109,14805,48.02
11/15/2024,15-54-56,Romania,10801,23265,46.43
11/15/2024,15-54-56,Slovakia,4268,9870,43.24
11/15/2024,15-54-56,Slovenia,2092,5640,37.09
11/15/2024,15-54-56,Spain,31232,41595,75.09
11/15/2024,15-54-56,Sweden,17340,14805,117.12
11/15/2024,15-54-56,Total number of signatories,385917,,
11/16/2024,2/27/1938,Austria,9151,13395,68.32
11/16/2024,2/27/1938,Belgium,12642,14805,85.39
11/16/2024,2/27/1938,Bulgaria,4054,11985,33.83
11/16/2024,2/27/1938,Croatia,3710,8460,43.85
11/16/2024,2/27/1938,Cyprus,479,4230,11.32
11/16/2024,2/27/1938,Czechia,6705,14805,45.29
11/16/2024,2/27/1938,Denmark,10946,9870,110.9
11/16/2024,2/27/1938,Estonia,2560,4935,51.87
11/16/2024,2/27/1938,Finland,13236,9870,134.1
11/16/2024,2/27/1938,France,40970,55695,73.56
11/16/2024,2/27/1938,Germany,88610,67680,130.92
11/16/2024,2/27/1938,Greece,3862,14805,26.09
11/16/2024,2/27/1938,Hungary,8751,14805,59.11
11/16/2024,2/27/1938,Ireland,7289,9165,79.53
11/16/2024,2/27/1938,Italy,19186,53580,35.81
11/16/2024,2/27/1938,Latvia,2307,5640,40.9
11/16/2024,2/27/1938,Lithuania,4457,7755,57.47
11/16/2024,2/27/1938,Luxembourg,828,4230,19.57
11/16/2024,2/27/1938,Malta,461,4230,10.9
11/16/2024,2/27/1938,Netherlands,23815,20445,116.48
11/16/2024,2/27/1938,Poland,49056,36660,133.81
11/16/2024,2/27/1938,Portugal,7109,14805,48.02
11/16/2024,2/27/1938,Romania,10801,23265,46.43
11/16/2024,2/27/1938,Slovakia,4268,9870,43.24
11/16/2024,2/27/1938,Slovenia,2092,5640,37.09
11/16/2024,2/27/1938,Spain,31232,41595,75.09
11/16/2024,2/27/1938,Sweden,17340,14805,117.12
11/16/2024,2/27/1938,Total number of signatories,385917,,
11/17/2024,15-34-14,Austria,9176,13395,68.5
11/17/2024,15-34-14,Belgium,12657,14805,85.49
11/17/2024,15-34-14,Bulgaria,4056,11985,33.84
11/17/2024,15-34-14,Croatia,3714,8460,43.9
11/17/2024,15-34-14,Cyprus,479,4230,11.32
11/17/2024,15-34-14,Czechia,6706,14805,45.3
11/17/2024,15-34-14,Denmark,10953,9870,110.97
11/17/2024,15-34-14,Estonia,2562,4935,51.91
11/17/2024,15-34-14,Finland,13248,9870,134.22
11/17/2024,15-34-14,France,41114,55695,73.82
11/17/2024,15-34-14,Germany,88957,67680,131.44
11/17/2024,15-34-14,Greece,3864,14805,26.1
11/17/2024,15-34-14,Hungary,8757,14805,59.15
11/17/2024,15-34-14,Ireland,7293,9165,79.57
11/17/2024,15-34-14,Italy,19193,53580,35.82
11/17/2024,15-34-14,Latvia,2307,5640,40.9
11/17/2024,15-34-14,Lithuania,4458,7755,57.49
11/17/2024,15-34-14,Luxembourg,830,4230,19.62
11/17/2024,15-34-14,Malta,462,4230,10.92
11/17/2024,15-34-14,Netherlands,23824,20445,116.53
11/17/2024,15-34-14,Poland,49069,36660,133.85
11/17/2024,15-34-14,Portugal,7114,14805,48.05
11/17/2024,15-34-14,Romania,10809,23265,46.46
11/17/2024,15-34-14,Slovakia,4268,9870,43.24
11/17/2024,15-34-14,Slovenia,2093,5640,37.11
11/17/2024,15-34-14,Spain,31390,41595,75.47
11/17/2024,15-34-14,Sweden,17347,14805,117.17
11/17/2024,15-34-14,Total number of signatories,386700,,
11/18/2024,20-49-32,Austria,9194,13395,68.64
11/18/2024,20-49-32,Belgium,12665,14805,85.55
11/18/2024,20-49-32,Bulgaria,4060,11985,33.88
11/18/2024,20-49-32,Croatia,3717,8460,43.94
11/18/2024,20-49-32,Cyprus,479,4230,11.32
11/18/2024,20-49-32,Czechia,6708,14805,45.31
11/18/2024,20-49-32,Denmark,10956,9870,111
11/18/2024,20-49-32,Estonia,2562,4935,51.91
11/18/2024,20-49-32,Finland,13256,9870,134.31
11/18/2024,20-49-32,France,41232,55695,74.03
11/18/2024,20-49-32,Germany,89168,67680,131.75
11/18/2024,20-49-32,Greece,3865,14805,26.11
11/18/2024,20-49-32,Hungary,8761,14805,59.18
11/18/2024,20-49-32,Ireland,7433,9165,81.1
11/18/2024,20-49-32,Italy,19200,53580,35.83
11/18/2024,20-49-32,Latvia,2308,5640,40.92
11/18/2024,20-49-32,Lithuania,4459,7755,57.5
11/18/2024,20-49-32,Luxembourg,832,4230,19.67
11/18/2024,20-49-32,Malta,462,4230,10.92
11/18/2024,20-49-32,Netherlands,23833,20445,116.57
11/18/2024,20-49-32,Poland,49084,36660,133.89
11/18/2024,20-49-32,Portugal,7117,14805,48.07
11/18/2024,20-49-32,Romania,10813,23265,46.48
11/18/2024,20-49-32,Slovakia,4268,9870,43.24
11/18/2024,20-49-32,Slovenia,2093,5640,37.11
11/18/2024,20-49-32,Spain,31482,41595,75.69
11/18/2024,20-49-32,Sweden,17352,14805,117.2
11/18/2024,20-49-32,Total number of signatories,387359,,
11/18/2024,21-32-56,Austria,9194,13395,68.64
11/18/2024,21-32-56,Belgium,12665,14805,85.55
11/18/2024,21-32-56,Bulgaria,4060,11985,33.88
11/18/2024,21-32-56,Croatia,3717,8460,43.94
11/18/2024,21-32-56,Cyprus,479,4230,11.32
11/18/2024,21-32-56,Czechia,6708,14805,45.31
11/18/2024,21-32-56,Denmark,10956,9870,111
11/18/2024,21-32-56,Estonia,2562,4935,51.91
11/18/2024,21-32-56,Finland,13256,9870,134.31
11/18/2024,21-32-56,France,41232,55695,74.03
11/18/2024,21-32-56,Germany,89168,67680,131.75
11/18/2024,21-32-56,Greece,3865,14805,26.11
11/18/2024,21-32-56,Hungary,8761,14805,59.18
11/18/2024,21-32-56,Ireland,7433,9165,81.1
11/18/2024,21-32-56,Italy,19200,53580,35.83
11/18/2024,21-32-56,Latvia,2308,5640,40.92
11/18/2024,21-32-56,Lithuania,4459,7755,57.5
11/18/2024,21-32-56,Luxembourg,832,4230,19.67
11/18/2024,21-32-56,Malta,462,4230,10.92
11/18/2024,21-32-56,Netherlands,23833,20445,116.57
11/18/2024,21-32-56,Poland,49084,36660,133.89
11/18/2024,21-32-56,Portugal,7117,14805,48.07
11/18/2024,21-32-56,Romania,10813,23265,46.48
11/18/2024,21-32-56,Slovakia,4268,9870,43.24
11/18/2024,21-32-56,Slovenia,2093,5640,37.11
11/18/2024,21-32-56,Spain,31482,41595,75.69
11/18/2024,21-32-56,Sweden,17352,14805,117.2
11/18/2024,21-32-56,Total number of signatories,387359,,
