capture_date,GMT_capture_time,Country,Statements of Support,Threshold,Percentage
6/23/2025,20-38-13,Slovenia,2524,5640,44.75
6/23/2025,20-38-13,Spain,37350,41595,89.79
6/23/2025,20-38-13,Sweden,20755,14805,140.19
6/23/2025,20-38-13,Total number of signatories,455513,,
6/28/2025,7/9/1933,Austria,12270,13395,91.6
6/28/2025,7/9/1933,Belgium,16720,14805,112.93
6/28/2025,7/9/1933,Bulgaria,6564,11985,54.77
6/28/2025,7/9/1933,Croatia,6963,8460,82.3
6/28/2025,7/9/1933,Cyprus,973,4230,23
6/28/2025,7/9/1933,Czechia,9976,14805,67.38
6/28/2025,7/9/1933,Denmark,17240,9870,174.67
6/28/2025,7/9/1933,Estonia,4529,4935,91.77
6/28/2025,7/9/1933,Finland,23345,9870,236.52
6/28/2025,7/9/1933,France,64297,55695,115.44
6/28/2025,7/9/1933,Germany,129903,67680,191.94
6/28/2025,7/9/1933,Greece,7918,14805,53.48
6/28/2025,7/9/1933,Hungary,12735,14805,86.02
6/28/2025,7/9/1933,Ireland,15749,9165,171.84
6/28/2025,7/9/1933,Italy,32785,53580,61.19
6/28/2025,7/9/1933,Latvia,3836,5640,68.01
6/28/2025,7/9/1933,Lithuania,7569,7755,97.6
6/28/2025,7/9/1933,Luxembourg,1325,4230,31.32
6/28/2025,7/9/1933,Malta,841,4230,19.88
6/28/2025,7/9/1933,Netherlands,37313,20445,182.5
6/28/2025,7/9/1933,Poland,70303,36660,191.77
6/28/2025,7/9/1933,Portugal,14061,14805,94.97
6/28/2025,7/9/1933,Romania,17414,23265,74.85
6/28/2025,7/9/1933,Slovakia,6860,9870,69.5
6/28/2025,7/9/1933,Slovenia,3456,5640,61.28
6/28/2025,7/9/1933,Spain,47152,41595,113.36
6/28/2025,7/9/1933,Sweden,30152,14805,203.66
6/28/2025,7/9/1933,Total number of signatories,602249,,
6/28/2025,15-08-52,Austria,12452,13395,92.96
6/28/2025,15-08-52,Belgium,16962,14805,114.57
6/28/2025,15-08-52,Bulgaria,6731,11985,56.16
6/28/2025,15-08-52,Croatia,7166,8460,84.7
6/28/2025,15-08-52,Cyprus,1012,4230,23.92
6/28/2025,15-08-52,Czechia,10283,14805,69.46
6/28/2025,15-08-52,Denmark,17626,9870,178.58
6/28/2025,15-08-52,Estonia,4703,4935,95.3
6/28/2025,15-08-52,Finland,24197,9870,245.16
6/28/2025,15-08-52,France,65575,55695,117.74
6/28/2025,15-08-52,Germany,132930,67680,196.41
6/28/2025,15-08-52,Greece,8158,14805,55.1
6/28/2025,15-08-52,Hungary,12995,14805,87.77
6/28/2025,15-08-52,Ireland,16072,9165,175.36
6/28/2025,15-08-52,Italy,33456,53580,62.44
6/28/2025,15-08-52,Latvia,3952,5640,70.07
6/28/2025,15-08-52,Lithuania,7736,7755,99.75
6/28/2025,15-08-52,Luxembourg,1368,4230,32.34
6/28/2025,15-08-52,Malta,878,4230,20.76
6/28/2025,15-08-52,Netherlands,38182,20445,186.75
6/28/2025,15-08-52,Poland,72627,36660,198.11
6/28/2025,15-08-52,Portugal,14388,14805,97.18
6/28/2025,15-08-52,Romania,17866,23265,76.79
6/28/2025,15-08-52,Slovakia,7051,9870,71.44
6/28/2025,15-08-52,Slovenia,3545,5640,62.85
6/28/2025,15-08-52,Spain,49405,41595,118.78
6/28/2025,15-08-52,Sweden,31009,14805,209.45
6/28/2025,15-08-52,Total number of signatories,618325,,
6/29/2025,22-24-28,Austria,12867,13395,96.06
6/29/2025,22-24-28,Belgium,17409,14805,117.59
6/29/2025,22-24-28,Bulgaria,7156,11985,59.71
6/29/2025,22-24-28,Croatia,7481,8460,88.43
6/29/2025,22-24-28,Cyprus,1095,4230,25.89
6/29/2025,22-24-28,Czechia,10781,14805,72.82
6/29/2025,22-24-28,Denmark,18494,9870,187.38
6/29/2025,22-24-28,Estonia,5062,4935,102.57
6/29/2025,22-24-28,Finland,25439,9870,257.74
6/29/2025,22-24-28,France,68146,55695,122.36
6/29/2025,22-24-28,Germany,141186,67680,208.61
6/29/2025,22-24-28,Greece,9489,14805,64.09
6/29/2025,22-24-28,Hungary,13450,14805,90.85
6/29/2025,22-24-28,Ireland,16822,9165,183.55
6/29/2025,22-24-28,Italy,35165,53580,65.63
6/29/2025,22-24-28,Latvia,4141,5640,73.42
6/29/2025,22-24-28,Lithuania,8119,7755,104.69
6/29/2025,22-24-28,Luxembourg,1444,4230,34.14
6/29/2025,22-24-28,Malta,954,4230,22.55
6/29/2025,22-24-28,Netherlands,40098,20445,196.13
6/29/2025,22-24-28,Poland,77271,36660,210.78
6/29/2025,22-24-28,Portugal,15166,14805,102.44
6/29/2025,22-24-28,Romania,18780,23265,80.72
6/29/2025,22-24-28,Slovakia,7423,9870,75.21
6/29/2025,22-24-28,Slovenia,3714,5640,65.85
6/29/2025,22-24-28,Spain,53574,41595,128.8
6/29/2025,22-24-28,Sweden,32664,14805,220.63
6/29/2025,22-24-28,Total number of signatories,653390,,
7/1/2025,1/21/2010,Austria,13160,13395,98.25
7/1/2025,1/21/2010,Belgium,17791,14805,120.17
7/1/2025,1/21/2010,Bulgaria,7418,11985,61.89
7/1/2025,1/21/2010,Croatia,7898,8460,93.36
7/1/2025,1/21/2010,Cyprus,1133,4230,26.78
7/1/2025,1/21/2010,Czechia,11172,14805,75.46
7/1/2025,1/21/2010,Denmark,19189,9870,194.42
7/1/2025,1/21/2010,Estonia,5447,4935,110.37
7/1/2025,1/21/2010,Finland,26617,9870,269.68
7/1/2025,1/21/2010,France,70886,55695,127.28
7/1/2025,1/21/2010,Germany,148457,67680,219.35
7/1/2025,1/21/2010,Greece,10091,14805,68.16
7/1/2025,1/21/2010,Hungary,13817,14805,93.33
7/1/2025,1/21/2010,Ireland,17744,9165,193.61
7/1/2025,1/21/2010,Italy,41151,53580,76.8
7/1/2025,1/21/2010,Latvia,4282,5640,75.92
7/1/2025,1/21/2010,Lithuania,8345,7755,107.61
7/1/2025,1/21/2010,Luxembourg,1487,4230,35.15
7/1/2025,1/21/2010,Malta,1001,4230,23.66
7/1/2025,1/21/2010,Netherlands,41611,20445,203.53
7/1/2025,1/21/2010,Poland,81049,36660,221.08
7/1/2025,1/21/2010,Portugal,15762,14805,106.46
7/1/2025,1/21/2010,Romania,19535,23265,83.97
7/1/2025,1/21/2010,Slovakia,7656,9870,77.57
7/1/2025,1/21/2010,Slovenia,3850,5640,68.26
7/1/2025,1/21/2010,Spain,58027,41595,139.5
7/1/2025,1/21/2010,Sweden,33928,14805,229.17
7/1/2025,1/21/2010,Total number of signatories,688504,,
7/1/2025,14-46-49,Austria,13591,13395,101.46
7/1/2025,14-46-49,Belgium,18237,14805,123.18
7/1/2025,14-46-49,Bulgaria,7706,11985,64.3
7/1/2025,14-46-49,Croatia,8349,8460,98.69
7/1/2025,14-46-49,Cyprus,1177,4230,27.83
7/1/2025,14-46-49,Czechia,11560,14805,78.08
7/1/2025,14-46-49,Denmark,20009,9870,202.73
7/1/2025,14-46-49,Estonia,5692,4935,115.34
7/1/2025,14-46-49,Finland,28113,9870,284.83
7/1/2025,14-46-49,France,72810,55695,130.73
7/1/2025,14-46-49,Germany,154437,67680,228.19
7/1/2025,14-46-49,Greece,10574,14805,71.42
7/1/2025,14-46-49,Hungary,14315,14805,96.69
7/1/2025,14-46-49,Ireland,18721,9165,204.27
7/1/2025,14-46-49,Italy,44670,53580,83.37
7/1/2025,14-46-49,Latvia,4447,5640,78.85
7/1/2025,14-46-49,Lithuania,8708,7755,112.29
7/1/2025,14-46-49,Luxembourg,1545,4230,36.52
7/1/2025,14-46-49,Malta,1053,4230,24.89
7/1/2025,14-46-49,Netherlands,43717,20445,213.83
7/1/2025,14-46-49,Poland,84313,36660,229.99
7/1/2025,14-46-49,Portugal,16409,14805,110.83
7/1/2025,14-46-49,Romania,20410,23265,87.73
7/1/2025,14-46-49,Slovakia,7959,9870,80.64
7/1/2025,14-46-49,Slovenia,4005,5640,71.01
7/1/2025,14-46-49,Spain,60213,41595,144.76
7/1/2025,14-46-49,Sweden,35730,14805,241.34
7/1/2025,14-46-49,Total number of signatories,718470,,
7/1/2025,18-22-09,Austria,13591,13395,101.46
7/1/2025,18-22-09,Belgium,18237,14805,123.18
7/1/2025,18-22-09,Bulgaria,7706,11985,64.3
7/1/2025,18-22-09,Croatia,8349,8460,98.69
7/1/2025,18-22-09,Cyprus,1177,4230,27.83
7/1/2025,18-22-09,Czechia,11560,14805,78.08
7/1/2025,18-22-09,Denmark,20009,9870,202.73
7/1/2025,18-22-09,Estonia,5692,4935,115.34
7/1/2025,18-22-09,Finland,28113,9870,284.83
7/1/2025,18-22-09,France,72810,55695,130.73
7/1/2025,18-22-09,Germany,154437,67680,228.19
7/1/2025,18-22-09,Greece,10574,14805,71.42
7/1/2025,18-22-09,Hungary,14315,14805,96.69
7/1/2025,18-22-09,Ireland,18721,9165,204.27
7/1/2025,18-22-09,Italy,44670,53580,83.37
7/1/2025,18-22-09,Latvia,4447,5640,78.85
7/1/2025,18-22-09,Lithuania,8708,7755,112.29
7/1/2025,18-22-09,Luxembourg,1545,4230,36.52
7/1/2025,18-22-09,Malta,1053,4230,24.89
7/1/2025,18-22-09,Netherlands,43717,20445,213.83
7/1/2025,18-22-09,Poland,84313,36660,229.99
7/1/2025,18-22-09,Portugal,16409,14805,110.83
7/1/2025,18-22-09,Romania,20410,23265,87.73
7/1/2025,18-22-09,Slovakia,7959,9870,80.64
7/1/2025,18-22-09,Slovenia,4005,5640,71.01
7/1/2025,18-22-09,Spain,60213,41595,144.76
7/1/2025,18-22-09,Sweden,35730,14805,241.34
7/1/2025,18-22-09,Total number of signatories,718470,,
7/1/2025,20-41-43,Austria,13591,13395,101.46
7/1/2025,20-41-43,Belgium,18237,14805,123.18
7/1/2025,20-41-43,Bulgaria,7706,11985,64.3
7/1/2025,20-41-43,Croatia,8349,8460,98.69
7/1/2025,20-41-43,Cyprus,1177,4230,27.83
7/1/2025,20-41-43,Czechia,11560,14805,78.08
7/1/2025,20-41-43,Denmark,20009,9870,202.73
7/1/2025,20-41-43,Estonia,5692,4935,115.34
7/1/2025,20-41-43,Finland,28113,9870,284.83
7/1/2025,20-41-43,France,72810,55695,130.73
7/1/2025,20-41-43,Germany,154437,67680,228.19
7/1/2025,20-41-43,Greece,10574,14805,71.42
7/1/2025,20-41-43,Hungary,14315,14805,96.69
7/1/2025,20-41-43,Ireland,18721,9165,204.27
7/1/2025,20-41-43,Italy,44670,53580,83.37
7/1/2025,20-41-43,Latvia,4447,5640,78.85
7/1/2025,20-41-43,Lithuania,8708,7755,112.29
7/1/2025,20-41-43,Luxembourg,1545,4230,36.52
7/1/2025,20-41-43,Malta,1053,4230,24.89
7/1/2025,20-41-43,Netherlands,43717,20445,213.83
7/1/2025,20-41-43,Poland,84313,36660,229.99
7/1/2025,20-41-43,Portugal,16409,14805,110.83
7/1/2025,20-41-43,Romania,20410,23265,87.73
7/1/2025,20-41-43,Slovakia,7959,9870,80.64
7/1/2025,20-41-43,Slovenia,4005,5640,71.01
7/1/2025,20-41-43,Spain,60213,41595,144.76
7/1/2025,20-41-43,Sweden,35730,14805,241.34
7/1/2025,20-41-43,Total number of signatories,718470,,
7/2/2025,10-45-21,Austria,14105,13395,105.3
7/2/2025,10-45-21,Belgium,19114,14805,129.11
7/2/2025,10-45-21,Bulgaria,8270,11985,69
7/2/2025,10-45-21,Croatia,8924,8460,105.48
7/2/2025,10-45-21,Cyprus,1270,4230,30.02
7/2/2025,10-45-21,Czechia,12261,14805,82.82
7/2/2025,10-45-21,Denmark,21915,9870,222.04
7/2/2025,10-45-21,Estonia,6081,4935,123.22
7/2/2025,10-45-21,Finland,30648,9870,310.52
7/2/2025,10-45-21,France,76662,55695,137.65
7/2/2025,10-45-21,Germany,163731,67680,241.92
7/2/2025,10-45-21,Greece,11594,14805,78.31
7/2/2025,10-45-21,Hungary,15072,14805,101.8
7/2/2025,10-45-21,Ireland,21215,9165,231.48
7/2/2025,10-45-21,Italy,47576,53580,88.79
7/2/2025,10-45-21,Latvia,4770,5640,84.57
7/2/2025,10-45-21,Lithuania,9245,7755,119.21
7/2/2025,10-45-21,Luxembourg,1663,4230,39.31
7/2/2025,10-45-21,Malta,1151,4230,27.21
7/2/2025,10-45-21,Netherlands,48050,20445,235.02
7/2/2025,10-45-21,Poland,88878,36660,242.44
7/2/2025,10-45-21,Portugal,18012,14805,121.66
7/2/2025,10-45-21,Romania,22132,23265,95.13
7/2/2025,10-45-21,Slovakia,8699,9870,88.14
7/2/2025,10-45-21,Slovenia,4255,5640,75.44
7/2/2025,10-45-21,Spain,64499,41595,155.06
7/2/2025,10-45-21,Sweden,39562,14805,267.22
7/2/2025,10-45-21,Total number of signatories,769354,,
7/2/2025,5/15/1938,Austria,14105,13395,105.3
7/2/2025,5/15/1938,Belgium,19114,14805,129.11
7/2/2025,5/15/1938,Bulgaria,8270,11985,69
7/2/2025,5/15/1938,Croatia,8924,8460,105.48
7/2/2025,5/15/1938,Cyprus,1270,4230,30.02
7/2/2025,5/15/1938,Czechia,12261,14805,82.82
7/2/2025,5/15/1938,Denmark,21915,9870,222.04
7/2/2025,5/15/1938,Estonia,6081,4935,123.22
7/2/2025,5/15/1938,Finland,30648,9870,310.52
7/2/2025,5/15/1938,France,76662,55695,137.65
7/2/2025,5/15/1938,Germany,163731,67680,241.92
7/2/2025,5/15/1938,Greece,11594,14805,78.31
7/2/2025,5/15/1938,Hungary,15072,14805,101.8
7/2/2025,5/15/1938,Ireland,21215,9165,231.48
7/2/2025,5/15/1938,Italy,47576,53580,88.79
7/2/2025,5/15/1938,Latvia,4770,5640,84.57
7/2/2025,5/15/1938,Lithuania,9245,7755,119.21
7/2/2025,5/15/1938,Luxembourg,1663,4230,39.31
7/2/2025,5/15/1938,Malta,1151,4230,27.21
7/2/2025,5/15/1938,Netherlands,48050,20445,235.02
7/2/2025,5/15/1938,Poland,88878,36660,242.44
7/2/2025,5/15/1938,Portugal,18012,14805,121.66
7/2/2025,5/15/1938,Romania,22132,23265,95.13
7/2/2025,5/15/1938,Slovakia,8699,9870,88.14
7/2/2025,5/15/1938,Slovenia,4255,5640,75.44
7/2/2025,5/15/1938,Spain,64499,41595,155.06
7/2/2025,5/15/1938,Sweden,39562,14805,267.22
7/2/2025,5/15/1938,Total number of signatories,769354,,
7/3/2025,6/22/1944,Austria,16028,13395,119.66
7/3/2025,6/22/1944,Belgium,22094,14805,149.23
7/3/2025,6/22/1944,Bulgaria,10147,11985,84.66
7/3/2025,6/22/1944,Croatia,10602,8460,125.32
7/3/2025,6/22/1944,Cyprus,1556,4230,36.78
7/3/2025,6/22/1944,Czechia,15524,14805,104.86
7/3/2025,6/22/1944,Denmark,26701,9870,270.53
7/3/2025,6/22/1944,Estonia,7134,4935,144.56
7/3/2025,6/22/1944,Finland,41516,9870,420.63
7/3/2025,6/22/1944,France,94622,55695,169.89
7/3/2025,6/22/1944,Germany,199537,67680,294.82
7/3/2025,6/22/1944,Greece,14405,14805,97.3
7/3/2025,6/22/1944,Hungary,17894,14805,120.86
7/3/2025,6/22/1944,Ireland,26252,9165,286.44
7/3/2025,6/22/1944,Italy,55549,53580,103.67
7/3/2025,6/22/1944,Latvia,5816,5640,103.12
7/3/2025,6/22/1944,Lithuania,10885,7755,140.36
7/3/2025,6/22/1944,Luxembourg,1984,4230,46.9
7/3/2025,6/22/1944,Malta,1381,4230,32.65
7/3/2025,6/22/1944,Netherlands,60094,20445,293.93
7/3/2025,6/22/1944,Poland,103549,36660,282.46
7/3/2025,6/22/1944,Portugal,22393,14805,151.25
7/3/2025,6/22/1944,Romania,27134,23265,116.63
7/3/2025,6/22/1944,Slovakia,12024,9870,121.82
7/3/2025,6/22/1944,Slovenia,5075,5640,89.98
7/3/2025,6/22/1944,Spain,79813,41595,191.88
7/3/2025,6/22/1944,Sweden,49255,14805,332.69
7/3/2025,6/22/1944,Total number of signatories,938964,,
7/3/2025,6/10/1941,Austria,16028,13395,119.66
7/3/2025,6/10/1941,Belgium,22094,14805,149.23
7/3/2025,6/10/1941,Bulgaria,10147,11985,84.66
7/3/2025,6/10/1941,Croatia,10602,8460,125.32
7/3/2025,6/10/1941,Cyprus,1556,4230,36.78
7/3/2025,6/10/1941,Czechia,15524,14805,104.86
7/3/2025,6/10/1941,Denmark,26701,9870,270.53
7/3/2025,6/10/1941,Estonia,7134,4935,144.56
7/3/2025,6/10/1941,Finland,41516,9870,420.63
7/3/2025,6/10/1941,France,94622,55695,169.89
7/3/2025,6/10/1941,Germany,199537,67680,294.82
7/3/2025,6/10/1941,Greece,14405,14805,97.3
7/3/2025,6/10/1941,Hungary,17894,14805,120.86
7/3/2025,6/10/1941,Ireland,26252,9165,286.44
7/3/2025,6/10/1941,Italy,55549,53580,103.67
7/3/2025,6/10/1941,Latvia,5816,5640,103.12
7/3/2025,6/10/1941,Lithuania,10885,7755,140.36
7/3/2025,6/10/1941,Luxembourg,1984,4230,46.9
7/3/2025,6/10/1941,Malta,1381,4230,32.65
7/3/2025,6/10/1941,Netherlands,60094,20445,293.93
7/3/2025,6/10/1941,Poland,103549,36660,282.46
7/3/2025,6/10/1941,Portugal,22393,14805,151.25
7/3/2025,6/10/1941,Romania,27134,23265,116.63
7/3/2025,6/10/1941,Slovakia,12024,9870,121.82
7/3/2025,6/10/1941,Slovenia,5075,5640,89.98
7/3/2025,6/10/1941,Spain,79813,41595,191.88
7/3/2025,6/10/1941,Sweden,49255,14805,332.69
7/3/2025,6/10/1941,Total number of signatories,938964,,
7/4/2025,05-44-55,Austria,17138,13395,127.94
7/4/2025,05-44-55,Belgium,23762,14805,160.5
7/4/2025,05-44-55,Bulgaria,11083,11985,92.47
7/4/2025,05-44-55,Croatia,11453,8460,135.38
7/4/2025,05-44-55,Cyprus,1718,4230,40.61
7/4/2025,05-44-55,Czechia,17571,14805,118.68
7/4/2025,05-44-55,Denmark,29043,9870,294.26
7/4/2025,05-44-55,Estonia,7612,4935,154.25
7/4/2025,05-44-55,Finland,45683,9870,462.85
7/4/2025,05-44-55,France,104461,55695,187.56
7/4/2025,05-44-55,Germany,217794,67680,321.8
7/4/2025,05-44-55,Greece,15708,14805,106.1
7/4/2025,05-44-55,Hungary,20319,14805,137.24
7/4/2025,05-44-55,Ireland,28623,9165,312.31
7/4/2025,05-44-55,Italy,59586,53580,111.21
7/4/2025,05-44-55,Latvia,6358,5640,112.73
7/4/2025,05-44-55,Lithuania,11729,7755,151.24
7/4/2025,05-44-55,Luxembourg,2149,4230,50.8
7/4/2025,05-44-55,Malta,1530,4230,36.17
7/4/2025,05-44-55,Netherlands,66433,20445,324.94
7/4/2025,05-44-55,Poland,113410,36660,309.36
7/4/2025,05-44-55,Portugal,24678,14805,166.69
7/4/2025,05-44-55,Romania,29452,23265,126.59
7/4/2025,05-44-55,Slovakia,13826,9870,140.08
7/4/2025,05-44-55,Slovenia,5548,5640,98.37
7/4/2025,05-44-55,Spain,88586,41595,212.97
7/4/2025,05-44-55,Sweden,54076,14805,365.25
7/4/2025,05-44-55,Total number of signatories,1029329,,
7/3/2025,18-00-15,Austria,17138,13395,127.94
7/3/2025,18-00-15,Belgium,23762,14805,160.5
7/3/2025,18-00-15,Bulgaria,11083,11985,92.47
7/3/2025,18-00-15,Croatia,11453,8460,135.38
7/3/2025,18-00-15,Cyprus,1718,4230,40.61
7/3/2025,18-00-15,Czechia,17571,14805,118.68
7/3/2025,18-00-15,Denmark,29043,9870,294.26
7/3/2025,18-00-15,Estonia,7612,4935,154.25
7/3/2025,18-00-15,Finland,45683,9870,462.85
7/3/2025,18-00-15,France,104461,55695,187.56
7/3/2025,18-00-15,Germany,217794,67680,321.8
7/3/2025,18-00-15,Greece,15708,14805,106.1
7/3/2025,18-00-15,Hungary,20319,14805,137.24
7/3/2025,18-00-15,Ireland,28623,9165,312.31
7/3/2025,18-00-15,Italy,59586,53580,111.21
7/3/2025,18-00-15,Latvia,6358,5640,112.73
7/3/2025,18-00-15,Lithuania,11729,7755,151.24
7/3/2025,18-00-15,Luxembourg,2149,4230,50.8
7/3/2025,18-00-15,Malta,1530,4230,36.17
7/3/2025,18-00-15,Netherlands,66433,20445,324.94
7/3/2025,18-00-15,Poland,113410,36660,309.36
7/3/2025,18-00-15,Portugal,24678,14805,166.69
7/3/2025,18-00-15,Romania,29452,23265,126.59
7/3/2025,18-00-15,Slovakia,13826,9870,140.08
7/3/2025,18-00-15,Slovenia,5548,5640,98.37
7/3/2025,18-00-15,Spain,88586,41595,212.97
7/3/2025,18-00-15,Sweden,54076,14805,365.25
7/3/2025,18-00-15,Total number of signatories,1029329,,
7/4/2025,7/3/1937,Austria,17138,13395,127.94
7/4/2025,7/3/1937,Belgium,23762,14805,160.5
7/4/2025,7/3/1937,Bulgaria,11083,11985,92.47
7/4/2025,7/3/1937,Croatia,11453,8460,135.38
7/4/2025,7/3/1937,Cyprus,1718,4230,40.61
7/4/2025,7/3/1937,Czechia,17571,14805,118.68
7/4/2025,7/3/1937,Denmark,29043,9870,294.26
7/4/2025,7/3/1937,Estonia,7612,4935,154.25
7/4/2025,7/3/1937,Finland,45683,9870,462.85
7/4/2025,7/3/1937,France,104461,55695,187.56
7/4/2025,7/3/1937,Germany,217794,67680,321.8
7/4/2025,7/3/1937,Greece,15708,14805,106.1
7/4/2025,7/3/1937,Hungary,20319,14805,137.24
7/4/2025,7/3/1937,Ireland,28623,9165,312.31
7/4/2025,7/3/1937,Italy,59586,53580,111.21
7/4/2025,7/3/1937,Latvia,6358,5640,112.73
7/4/2025,7/3/1937,Lithuania,11729,7755,151.24
7/4/2025,7/3/1937,Luxembourg,2149,4230,50.8
7/4/2025,7/3/1937,Malta,1530,4230,36.17
7/4/2025,7/3/1937,Netherlands,66433,20445,324.94
7/4/2025,7/3/1937,Poland,113410,36660,309.36
7/4/2025,7/3/1937,Portugal,24678,14805,166.69
7/4/2025,7/3/1937,Romania,29452,23265,126.59
7/4/2025,7/3/1937,Slovakia,13826,9870,140.08
7/4/2025,7/3/1937,Slovenia,5548,5640,98.37
7/4/2025,7/3/1937,Spain,88586,41595,212.97
7/4/2025,7/3/1937,Sweden,54076,14805,365.25
7/4/2025,7/3/1937,Total number of signatories,1029329,,
7/4/2025,8/5/1940,Austria,17138,13395,127.94
7/4/2025,8/5/1940,Belgium,23762,14805,160.5
7/4/2025,8/5/1940,Bulgaria,11083,11985,92.47
7/4/2025,8/5/1940,Croatia,11453,8460,135.38
7/4/2025,8/5/1940,Cyprus,1718,4230,40.61
7/4/2025,8/5/1940,Czechia,17571,14805,118.68
7/4/2025,8/5/1940,Denmark,29043,9870,294.26
7/4/2025,8/5/1940,Estonia,7612,4935,154.25
7/4/2025,8/5/1940,Finland,45683,9870,462.85
7/4/2025,8/5/1940,France,104461,55695,187.56
7/4/2025,8/5/1940,Germany,217794,67680,321.8
7/4/2025,8/5/1940,Greece,15708,14805,106.1
7/4/2025,8/5/1940,Hungary,20319,14805,137.24
7/4/2025,8/5/1940,Ireland,28623,9165,312.31
7/4/2025,8/5/1940,Italy,59586,53580,111.21
7/4/2025,8/5/1940,Latvia,6358,5640,112.73
7/4/2025,8/5/1940,Lithuania,11729,7755,151.24
7/4/2025,8/5/1940,Luxembourg,2149,4230,50.8
7/4/2025,8/5/1940,Malta,1530,4230,36.17
7/4/2025,8/5/1940,Netherlands,66433,20445,324.94
7/4/2025,8/5/1940,Poland,113410,36660,309.36
7/4/2025,8/5/1940,Portugal,24678,14805,166.69
7/4/2025,8/5/1940,Romania,29452,23265,126.59
7/4/2025,8/5/1940,Slovakia,13826,9870,140.08
7/4/2025,8/5/1940,Slovenia,5548,5640,98.37
7/4/2025,8/5/1940,Spain,88586,41595,212.97
7/4/2025,8/5/1940,Sweden,54076,14805,365.25
7/4/2025,8/5/1940,Total number of signatories,1029329,,
7/2/2025,21-29-48,Austria,15432,13395,115.21
7/2/2025,21-29-48,Belgium,21236,14805,143.44
7/2/2025,21-29-48,Bulgaria,9618,11985,80.25
7/2/2025,21-29-48,Croatia,10130,8460,119.74
7/2/2025,21-29-48,Cyprus,1461,4230,34.54
7/2/2025,21-29-48,Czechia,14404,14805,97.29
7/2/2025,21-29-48,Denmark,25316,9870,256.49
7/2/2025,21-29-48,Estonia,6842,4935,138.64
7/2/2025,21-29-48,Finland,38430,9870,389.36
7/2/2025,21-29-48,France,88607,55695,159.09
7/2/2025,21-29-48,Germany,188188,67680,278.06
7/2/2025,21-29-48,Greece,13612,14805,91.94
7/2/2025,21-29-48,Hungary,17074,14805,115.33
7/2/2025,21-29-48,Ireland,24767,9165,270.23
7/2/2025,21-29-48,Italy,53597,53580,100.03
7/2/2025,21-29-48,Latvia,5478,5640,97.13
7/2/2025,21-29-48,Lithuania,10441,7755,134.64
7/2/2025,21-29-48,Luxembourg,1890,4230,44.68
7/2/2025,21-29-48,Malta,1310,4230,30.97
7/2/2025,21-29-48,Netherlands,56642,20445,277.05
7/2/2025,21-29-48,Poland,99672,36660,271.88
7/2/2025,21-29-48,Portugal,20903,14805,141.19
7/2/2025,21-29-48,Romania,25702,23265,110.47
7/2/2025,21-29-48,Slovakia,10808,9870,109.5
7/2/2025,21-29-48,Slovenia,4859,5640,86.15
7/2/2025,21-29-48,Spain,75396,41595,181.26
7/2/2025,21-29-48,Sweden,46409,14805,313.47
7/2/2025,21-29-48,Total number of signatories,888224,,
7/4/2025,23-25-53,Austria,18478,13395,137.95
7/4/2025,23-25-53,Belgium,26004,14805,175.64
7/4/2025,23-25-53,Bulgaria,12236,11985,102.09
7/4/2025,23-25-53,Croatia,12527,8460,148.07
7/4/2025,23-25-53,Cyprus,1890,4230,44.68
7/4/2025,23-25-53,Czechia,19706,14805,133.1
7/4/2025,23-25-53,Denmark,31870,9870,322.9
7/4/2025,23-25-53,Estonia,8252,4935,167.21
7/4/2025,23-25-53,Finland,50291,9870,509.53
7/4/2025,23-25-53,France,119887,55695,215.26
7/4/2025,23-25-53,Germany,242683,67680,358.57
7/4/2025,23-25-53,Greece,17475,14805,118.03
7/4/2025,23-25-53,Hungary,22512,14805,152.06
7/4/2025,23-25-53,Ireland,31328,9165,341.82
7/4/2025,23-25-53,Italy,64389,53580,120.17
7/4/2025,23-25-53,Latvia,6982,5640,123.79
7/4/2025,23-25-53,Lithuania,12743,7755,164.32
7/4/2025,23-25-53,Luxembourg,2380,4230,56.26
7/4/2025,23-25-53,Malta,1750,4230,41.37
7/4/2025,23-25-53,Netherlands,75543,20445,369.49
7/4/2025,23-25-53,Poland,125780,36660,343.1
7/4/2025,23-25-53,Portugal,27350,14805,184.73
7/4/2025,23-25-53,Romania,32117,23265,138.05
7/4/2025,23-25-53,Slovakia,15818,9870,160.26
7/4/2025,23-25-53,Slovenia,6057,5640,107.39
7/4/2025,23-25-53,Spain,99950,41595,240.29
7/4/2025,23-25-53,Sweden,59977,14805,405.11
7/4/2025,23-25-53,Total number of signatories,1145975,,
7/5/2025,13-04-23,Austria,18478,13395,137.95
7/5/2025,13-04-23,Belgium,26004,14805,175.64
7/5/2025,13-04-23,Bulgaria,12236,11985,102.09
7/5/2025,13-04-23,Croatia,12527,8460,148.07
7/5/2025,13-04-23,Cyprus,1890,4230,44.68
7/5/2025,13-04-23,Czechia,19706,14805,133.1
7/5/2025,13-04-23,Denmark,31870,9870,322.9
7/5/2025,13-04-23,Estonia,8252,4935,167.21
7/5/2025,13-04-23,Finland,50291,9870,509.53
7/5/2025,13-04-23,France,119887,55695,215.26
7/5/2025,13-04-23,Germany,242683,67680,358.57
7/5/2025,13-04-23,Greece,17475,14805,118.03
7/5/2025,13-04-23,Hungary,22512,14805,152.06
7/5/2025,13-04-23,Ireland,31328,9165,341.82
7/5/2025,13-04-23,Italy,64389,53580,120.17
